"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,         192,      -8.078045305,      -7.832713477,      -8.417141908,      -8.642810504
          0,           0,         193,      -8.093753693,      -7.848590008,      -8.431995441,      -8.649476914
          0,           0,         194,      -8.106192226,      -7.856407115,      -8.441194311,      -8.647664229
          0,           0,         195,      -8.115995741,      -7.857863905,      -8.445825211,      -8.640486253
          0,           0,         196,      -8.123905209,      -7.855161163,      -8.447412317,      -8.630895839
          0,           0,         197,      -8.130695838,      -7.850441871,      -8.447502331,      -8.621195423
          0,           0,         198,      -8.137114416,      -7.845467861,      -8.447395632,      -8.612965072
          0,           0,         199,      -8.143831128,      -7.841533027,      -8.448075341,      -8.607190113
          0,           0,         200,      -8.151412498,      -7.839516348,      -8.450245991,      -8.604439061
          0,           0,         201,      -8.160315157,      -7.839983616,      -8.454401567,      -8.605021577
          0,           0,         202,      -8.170894855,      -7.843287006,       -8.46089076,      -8.609108147
          0,           0,         203,      -8.183425395,      -7.849645263,       -8.46997641,       -8.61682251
          0,           0,         204,      -8.198126286,      -7.859205728,      -8.481901434,       -8.62833994
          0,           0,         205,      -8.215204932,      -7.872098724,      -8.497007667,      -8.644082247
          0,           0,         206,      -8.234911892,      -7.888493227,      -8.516121556,      -8.665376082
          0,           0,         207,      -8.257043824,      -7.908365594,      -8.542120062,      -8.696828307
          0,           0,         208,       -8.27459455,      -7.927742921,      -8.568163681,      -8.728464247
          0,           0,         209,      -8.293143045,      -7.949567213,       -8.57534063,       -8.73695318
          0,           0,         210,      -8.314808186,      -7.974910255,      -8.595650238,      -8.760426524
          0,           0,         211,      -8.341120542,      -8.004451921,      -8.624201335,      -8.791258344
          0,           0,         212,      -8.372559987,      -8.039608976,      -8.654594105,      -8.830817217
          0,           0,         213,      -8.407270056,      -8.078789956,      -8.689680844,       -8.87446564
          0,           0,         214,      -8.442449679,      -8.120568005,      -8.729955701,      -8.919117324
          0,           0,         215,      -8.477248105,       -8.16431415,      -8.772086105,       -8.96569771
          0,           0,         216,      -8.511301315,      -8.209584392,      -8.813318137,      -9.014749756
          0,           0,         217,      -8.543634749,      -8.255206053,      -8.853468006,      -9.064432426
          0,           0,         218,      -8.573248276,      -8.299249554,      -8.891689444,      -9.111157574
          0,           0,         219,      -8.599273796,      -8.339352194,      -8.925582471,      -9.151436243
          0,           0,         220,      -8.620999306,      -8.372907328,      -8.953232488,      -9.182148575
          0,           0,         221,      -8.638086785,      -8.397588715,       -8.97395517,      -9.200915565
          0,           0,         222,      -8.650699183,      -8.412229278,      -8.987803128,      -9.207431443
          0,           0,         223,      -8.659427677,      -8.417372407,      -8.995307831,      -9.203870717
          0,           0,         224,      -8.665120962,      -8.415013953,      -8.997563912,      -9.193742714
          0,           0,         225,      -8.668724373,      -8.407800809,      -8.996149476,      -9.180483885
          0,           0,         226,      -8.671172949,      -8.398276488,      -8.992776614,      -9.166754051
          0,           0,         227,      -8.673326945,      -8.388481015,      -8.988946152,      -9.154355555
          0,           0,         228,      -8.675931881,      -8.379868683,      -8.985798284,      -9.144402859
          0,           0,         229,      -8.679598763,      -8.373392588,       -8.98413087,      -9.137530894
          0,           0,         230,       -8.68480366,      -8.369637618,      -8.984480878,        -9.1340717
          0,           0,         231,      -8.691901569,      -8.368942646,       -8.98720495,      -9.134184242
          0,           0,         232,      -8.701147882,      -8.371493553,      -8.992543507,      -9.137943238
          0,           0,         233,      -8.712723492,      -8.377388816,      -9.000672342,      -9.145403769
          0,           0,         234,      -8.726764102,       -8.38668694,      -9.011752248,      -9.156668789
          0,           0,         235,      -8.743401606,      -8.399448443,      -9.026006187,      -9.172021259
          0,           0,         236,      -8.762835558,      -8.415789064,      -9.043948383,       -9.19235014
          0,           0,         237,      -8.785293378,      -8.435870523,      -9.067400396,      -9.220819884
          0,           0,         238,      -8.807131322,      -8.457709721,      -9.098175381,      -9.258467677
          0,           0,         239,      -8.825814612,      -8.479594745,      -9.110174831,      -9.270908821
          0,           0,         240,      -8.848214599,      -8.505819062,      -9.128635701,      -9.294011641
          0,           0,         241,      -8.872409231,      -8.534370335,      -9.156735079,      -9.323622324
          0,           0,         242,      -8.900902605,      -8.567743447,      -9.187488339,       -9.36065968
          0,           0,         243,      -8.933374586,       -8.60564053,       -9.22060861,      -9.404406904
          0,           0,         244,      -8.967248545,      -8.646444072,      -9.258487603,      -9.449789338
          0,           0,         245,      -9.001186024,      -8.689239134,      -9.299563574,      -9.496166758
          0,           0,         246,      -9.034745383,      -8.733561804,      -9.340664074,      -9.544451138
          0,           0,         247,      -9.067030946,      -8.778444562,      -9.380737191,      -9.593757683
          0,           0,         248,      -9.096932788,      -8.822112389,      -9.419236278,       -9.64091764
          0,           0,         249,      -9.123540464,      -8.862326387,       -9.45415584,      -9.682238347
          0,           0,         250,       -9.14617658,      -8.896674816,      -9.483337959,      -9.714514951
          0,           0,         251,      -9.164487948,      -8.922964458,      -9.505788323,      -9.735350538
          0,           0,         252,      -9.178562868,      -8.939925014,      -9.521440577,      -9.744131687
          0,           0,         253,      -9.188899907,      -8.947770576,      -9.530715246,      -9.742592148
          0,           0,         254,      -9.196254772,      -8.948107949,       -9.53452035,      -9.733980927
          0,           0,         255,      -9.201479645,       -8.94329148,      -9.534278999,      -9.721707983
          0,           0,         256,      -9.205420077,      -8.935719439,      -9.531673396,      -9.708525828
          0,           0,         257,      -9.208862883,       -8.92740418,      -9.528276383,      -9.696352797
          0,           0,         258,      -9.212507377,       -8.91983751,      -9.525327559,      -9.686402847
          0,           0,         259,      -9.216947811,      -8.914033412,      -9.523703169,      -9.679382809
          0,           0,         260,      -9.222667447,      -8.910637566,      -9.523988315,      -9.675669483
          0,           0,         261,      -9.230044262,      -8.910040521,      -9.526566325,      -9.675446001
          0,           0,         262,      -9.239365067,      -8.912469595,      -9.531693037,      -9.678799777
          0,           0,         263,      -9.250844905,      -8.918056207,      -9.539556216,      -9.685796448
          0,           0,         264,      -9.264651589,      -8.926884982,       -9.55033357,      -9.696557712
          0,           0,         265,      -9.280939872,      -8.939035054,       -9.56428516,      -9.711410766
          0,           0,         266,      -9.299896385,      -8.954622578,      -9.582020874,       -9.73135631
          0,           0,         267,       -9.32152551,      -8.973713694,       -9.60556533,       -9.75979219
          0,           0,         268,      -9.341066457,      -8.993776114,      -9.634714464,      -9.796295036
          0,           0,         269,      -9.358133984,      -9.013978162,      -9.642375588,       -9.80459232
          0,           0,         270,      -9.379512502,      -9.038731002,       -9.65858834,      -9.824801984
          0,           0,         271,      -9.404144332,      -9.066522522,       -9.68611369,      -9.853267057
          0,           0,         272,      -9.434364751,       -9.09994012,      -9.716018818,      -9.890175453
          0,           0,         273,      -9.468770952,      -9.137939474,      -9.749383247,      -9.933109269
          0,           0,         274,      -9.504284733,      -9.178752861,      -9.788644166,      -9.977168074
          0,           0,         275,      -9.539718223,      -9.221662883,      -9.830873873,       -10.0227721
          0,           0,         276,      -9.574804566,      -9.266383354,      -9.872930999,      -10.07113866
          0,           0,         277,      -9.608714772,      -9.312098221,      -9.914480913,      -10.12129661
          0,           0,         278,      -9.640439268,      -9.357260965,      -9.955134324,       -10.1702564
          0,           0,         279,      -9.669093643,      -9.399873971,      -9.992721101,      -10.21475409
          0,           0,         280,      -9.693900948,      -9.437608562,      -10.02501009,      -10.25172528
          0,           0,         281,      -9.714358036,      -9.468068261,      -10.05086449,      -10.27826603
          0,           0,         282,      -9.730404235,      -9.489473307,      -10.06990774,      -10.29276035
          0,           0,         283,      -9.742413381,      -9.501386401,      -10.08221434,      -10.29598271
          0,           0,         284,      -9.751064038,      -9.504901767,      -10.08845538,      -10.29071531
          0,           0,         285,      -9.757190823,      -9.502174805,      -10.08997399,       -10.2804058
          0,           0,         286,      -9.761672712,      -9.495686947,      -10.08849289,      -10.26810222
          0,           0,         287,       -9.76536008,      -9.487676412,      -10.08568508,      -10.25605847
          0,           0,         288,      -9.769024566,      -9.479881301,      -10.08290634,      -10.24576278
          0,           0,         289,      -9.773326628,       -9.47352098,      -10.08114312,      -10.23811542
          0,           0,         290,      -9.778802487,      -9.469390885,      -10.08107507,      -10.23361984
          0,           0,         291,      -9.785868354,      -9.467982355,      -10.08316025,      -10.23253824
          0,           0,         292,      -9.794835836,      -9.469586477,      -10.08770814,      -10.23500284
          0,           0,         293,      -9.805933156,      -9.474371864,      -10.09493817,      -10.24109435
          0,           0,         294,       -9.81933053,      -9.482440826,      -10.10503219,      -10.25091057
          0,           0,         295,        -9.8351736,       -9.49387417,      -10.11820188,      -10.26467066
          0,           0,         296,      -9.853637368,      -9.508779237,       -10.1348508,      -10.28300203
          0,           0,         297,      -9.874967995,      -9.527332395,      -10.15622934,      -10.30806585
          0,           0,         298,      -9.897710309,      -9.548851202,       -10.1862139,      -10.34551998
          0,           0,         299,      -9.914688055,      -9.568908219,      -10.20336624,       -10.3645137
          0,           0,         300,       -9.93625499,      -9.593885264,       -10.2152396,      -10.38075778
          0,           0,         301,      -9.959189752,      -9.620914158,      -10.24158582,      -10.40811961
          0,           0,         302,      -9.987134163,      -9.652950965,      -10.27155319,      -10.44262547
          0,           0,         303,      -10.01947284,      -9.690060205,      -10.30344851,      -10.48534267
          0,           0,         304,      -10.05377831,      -9.730435869,      -10.34071484,      -10.53024713
          0,           0,         305,      -10.08815504,      -9.773064216,      -10.38185899,      -10.57615192
          0,           0,         306,      -10.12207265,      -9.817420321,      -10.42358679,      -10.62409419
          0,           0,         307,      -10.15484159,       -9.86274543,      -10.46415607,      -10.67369896
          0,           0,         308,      -10.18535829,       -9.90745124,      -10.50327643,      -10.72222554
          0,           0,         309,      -10.21266386,      -9.949314696,      -10.53936606,      -10.76581027
          0,           0,         310,      -10.23601017,       -9.98581946,      -10.56999366,      -10.80097991
          0,           0,         311,      -10.25492815,      -10.01448954,      -10.59377831,      -10.82494042
          0,           0,         312,      -10.26938833,      -10.03359497,      -10.61051571,      -10.83640253
          0,           0,         313,      -10.27981844,       -10.0429056,      -10.62059366,      -10.83653997
          0,           0,         314,      -10.28696183,      -10.04381032,      -10.62486212,      -10.82848582
          0,           0,         315,      -10.29169974,      -10.03870929,      -10.62469094,      -10.81586901
          0,           0,         316,      -10.29492499,      -10.03020011,      -10.62177508,      -10.80174348
          0,           0,         317,      -10.29747541,      -10.02052427,      -10.61776221,      -10.78827588
          0,           0,         318,      -10.30009819,      -10.01136415,      -10.61398492,      -10.77685062
          0,           0,         319,      -10.30342848,       -10.0038673,      -10.61139799,      -10.76828087
          0,           0,         320,      -10.30798132,      -9.998762346,      -10.61064176,      -10.76300408
          0,           0,         321,      -10.31415691,      -9.996485674,      -10.61213422,      -10.76123323
          0,           0,         322,      -10.32225577,      -9.997285911,      -10.61614939,      -10.76306437
          0,           0,         323,      -10.33249923,      -10.00130013,      -10.62287799,       -10.7685531
          0,           0,         324,      -10.34505454,      -10.00860808,      -10.63248095,       -10.7777833
          0,           0,         325,      -10.36006811,      -10.01927518,      -10.64515893,      -10.79097598
          0,           0,         326,       -10.3777176,      -10.03339786,      -10.66132108,      -10.80879218
          0,           0,         327,      -10.39822329,      -10.05112679,      -10.68224824,      -10.83347049
          0,           0,         328,      -10.41983176,      -10.07159069,      -10.71130855,      -10.86978785
          0,           0,         329,      -10.43607731,      -10.09074985,      -10.72677513,      -10.88668739
          0,           0,         330,      -10.45682697,      -10.11473684,      -10.73868289,      -10.90271029
          0,           0,         331,      -10.47906343,       -10.1408102,       -10.7642318,      -10.92911749
          0,           0,         332,       -10.5063426,      -10.17185171,      -10.79340088,      -10.96265672
          0,           0,         333,      -10.53818004,      -10.20793911,      -10.82462379,      -11.00424401
          0,           0,         334,      -10.57220056,      -10.24736468,      -10.86122228,       -11.0481212
          0,           0,         335,      -10.60665032,      -10.28919135,      -10.90178338,       -11.0931577
          0,           0,         336,      -10.64106958,      -10.33300672,      -10.94319837,      -11.14050108
